Address,Link,Bedrooms,Bathrooms,Parking,Area,Type,Suburb,Scraped Date,Days on Market,Asking Price
"14E/47 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-149250492,2,1,1,0,2,glendalough,2025-10-07,0,525000
"308/365 Cambridge Street, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-149238320,1,1,1,0,1,glendalough,2025-10-07,0,419000
"13/158 Hector Street, Osborne Park",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-osborne+park-149199100,2,1,1,0,2,glendalough,2025-10-07,4,529
"17/405 Oxford Street, Mount Hawthorn",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-mount+hawthorn-149224820,1,1,1,55,1,glendalough,2025-10-07,4,500
"I11/125 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-148662272,2,1,1,59,2,glendalough,2025-10-07,4,500
"107D/25 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-wembley-149214564,2,1,0,0,2,glendalough,2025-10-07,4,499000
"16/181 Oxford Street, Leederville",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-leederville-149199124,1,1,1,0,1,glendalough,2025-10-07,4,400000
"73/50-54 Cambridge Street, West Leederville",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-west+leederville-149195100,1,1,1,0,1,glendalough,2025-10-07,4,399000
"Address available on request, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-141144496,1,1,1,0,1,glendalough,2025-10-07,4,0
"16/198 North Beach Drive, Tuart Hill",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-tuart+hill-148621556,2,1,1,66,2,tuart hill,2025-10-07,4,449000
"3/15 Hertha Road, Innaloo",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-innaloo-149238184,1,1,1,0,1,tuart hill,2025-10-07,0,0
"13/158 Hector Street, Osborne Park",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-osborne+park-149199100,2,1,1,0,2,tuart hill,2025-10-07,4,529
"17/405 Oxford Street, Mount Hawthorn",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-mount+hawthorn-149224820,1,1,1,55,1,tuart hill,2025-10-07,4,500
"1/190 Ravenswood Drive, Nollamara",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-nollamara-149204996,2,1,0,0,2,tuart hill,2025-10-07,4,529
"39/390 Hector Street, Yokine",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-yokine-148901912,2,1,1,0,2,tuart hill,2025-10-07,4,0
"79/132 Cockburn Road, Coogee",https://www.realestate.com.auhttps://www.realestate.com.au/property-other-wa-coogee-148768068,2,1,2,0,2,spearwood,2025-10-07,4,375000
"206/132 Cockburn Road, Coogee",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-coogee-148908608,3,1,1,0,3,spearwood,2025-10-07,4,468000
"Site 61/132 Cockburn Road, Coogee",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-coogee-149155212,2,1,2,0,2,spearwood,2025-10-07,4,420000
"Site 65/132 Cockburn Road, Coogee",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-coogee-149147388,3,1,0,0,3,spearwood,2025-10-07,4,435000
"u 1/1 Douro Road, South Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-south+fremantle-145615052,1,1,2,39,1,spearwood,2025-10-07,4,0
"301/23 Adelaide Street, Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-fremantle-149101420,2,1,1,58,2,fremantle,2025-10-07,4,500
"11/91 Carrington Street, Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-fremantle-149247784,1,1,1,0,1,fremantle,2025-10-07,0,300000
"6/37 Pakenham Street, Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-fremantle-149203984,1,1,1,0,1,fremantle,2025-10-07,4,0
"5/8 Ord Street, Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-fremantle-149187060,1,1,1,0,1,fremantle,2025-10-07,4,400000
"18/320 Canning Highway, Bicton",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-bicton-148819408,1,1,1,0,1,fremantle,2025-10-07,4,499000
"5/23 Money Road, Melville",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-melville-149160528,2,1,1,78,2,fremantle,2025-10-07,4,0
"7/40 Waddell Road, Bicton",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-bicton-149121924,2,1,1,158,2,fremantle,2025-10-07,4,0
"u 1/1 Douro Road, South Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-south+fremantle-145615052,1,1,2,39,1,fremantle,2025-10-07,4,0
"Address available on request, Wanneroo",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-wanneroo-149152648,3,2,2,188,3,joondalup,2025-10-07,4,534962
"703/58 Grose Ave, Cannington",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-cannington-149251636,2,2,1,0,2,cannington,2025-10-07,0,0
"25/16 Grey Street, Cannington",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-cannington-149228516,1,1,1,51,1,cannington,2025-10-07,4,0
"604/60 Grose Avenue, Cannington",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-cannington-146463736,2,1,1,84,2,cannington,2025-10-07,4,0
"72 Wendouree Road, Wilson",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-wilson-144832260,4,2,2,0,4,cannington,2025-10-07,4,0
"5/41 Camberwell Street, Beckenham",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-beckenham-149175448,0,1,1,0,1,cannington,2025-10-07,4,405000455000
"3/51 Meyrick Way, Langford",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-langford-147999656,3,1,1,86,3,cannington,2025-10-07,4,499000
"5/3 Ardath Court, Dianella",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-dianella-149223636,2,1,1,153,2,morley,2025-10-07,4,0
"3/2 Ashbury Crescent, Mirrabooka",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-mirrabooka-148866736,2,1,3,67,2,morley,2025-10-07,4,0
"4/114 Great Northern Hwy, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-midland-149251744,2,2,1,61,2,midland,2025-10-07,0,469000
"2/63 Sayer Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-midland-149238472,3,1,2,246,3,midland,2025-10-07,0,549
"7/20 The Crescent, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-midland-149238188,2,2,1,100,2,midland,2025-10-07,0,499000
"8/2A Wroxton Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-midland-149160480,2,1,1,51,2,midland,2025-10-07,4,0
"14/6 Keane Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-midland-149239016,2,2,1,1,2,midland,2025-10-07,0,0
"9/8 William Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-midland-149229240,1,1,1,0,1,midland,2025-10-07,4,429
"109A Morrison Road, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-midland-149218704,2,1,0,323,2,midland,2025-10-07,4,499
"4/19 Frederic Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-midland-149239544,2,2,1,0,2,midland,2025-10-07,0,499000
"8/59 Victoria Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-midland-148909548,2,1,2,64,2,midland,2025-10-07,4,0
"6/17 Poynton Avenue, Woodbridge",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-woodbridge-149130596,2,1,2,88,2,midland,2025-10-07,4,469000
"20/30 Victoria Parade, Midvale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-midvale-149248708,2,1,1,71,2,midland,2025-10-07,0,440000
"4 Tijuana Road, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-armadale-149239708,3,1,1,710,3,armadale,2025-10-07,0,550000
"Address available on request, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-armadale-148087924,3,2,2,270,3,armadale,2025-10-07,4,499520
"34/11 Serls Street, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-armadale-149205424,3,2,2,202,3,armadale,2025-10-07,4,499
"41/113 Owtram Road, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-armadale-149204856,3,1,2,294,3,armadale,2025-10-07,4,549000
"11/309 Railway Avenue, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-armadale-149186440,3,2,2,228,3,armadale,2025-10-07,4,0
"14/9 Gladstone Road, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-armadale-148087404,3,2,2,145,3,armadale,2025-10-07,4,545000570000
"2 Morgan Road, Seville Grove",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-seville+grove-149194472,3,1,1,467,3,armadale,2025-10-07,4,529
"13 Heathcote Rd, Seville Grove",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-seville+grove-149237848,3,2,3,250,3,armadale,2025-10-07,0,700000
"2 Morgan Road, Seville Grove",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-seville+grove-149219092,3,1,1,467,3,armadale,2025-10-07,4,529
"4/31 Third Avenue, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-kelmscott-149205072,3,1,0,193,3,armadale,2025-10-07,4,489000
"Address available on request, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-149233980,3,2,2,0,3,armadale,2025-10-07,4,523980
"164B Streich Avenue, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-kelmscott-149217000,4,2,2,354,4,armadale,2025-10-07,4,549000
"Address available on request, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-149180392,4,2,2,0,4,armadale,2025-10-07,4,549927
"Address available on request, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-149150556,3,2,2,0,3,armadale,2025-10-07,4,544000
"LOT709 Garfield Crescent, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-148491236,2,2,1,225,2,armadale,2025-10-07,4,542990
"3/102 Westfield Road, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-kelmscott-148223868,3,2,2,139,3,armadale,2025-10-07,4,545000570000
"18/14 Canham Way, Orelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-orelia-149213820,2,1,1,101,2,orelia,2025-10-07,4,359000
"27 Tucker Street, Medina",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-medina-149217300,3,1,1,555,3,orelia,2025-10-07,4,549000
"17/26 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-parmelia-149201164,2,1,1,75,2,orelia,2025-10-07,4,369000
"19 Preston Rd, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149200460,2,1,1,0,2,orelia,2025-10-07,4,549000
"10 Farmer Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149052740,3,1,1,764,3,orelia,2025-10-07,4,550000
"20/24 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-parmelia-147880424,2,1,1,68,2,orelia,2025-10-07,4,399000
"7/9 Beacham Place, Medina",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-medina-148603684,2,1,1,0,2,orelia,2025-10-07,4,349000
"27 Tucker Street, Medina",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-medina-149217300,3,1,1,555,3,medina,2025-10-07,4,549000
"7/9 Beacham Place, Medina",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-medina-148603684,2,1,1,0,2,medina,2025-10-07,4,349000
"18/14 Canham Way, Orelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-orelia-149213820,2,1,1,101,2,medina,2025-10-07,4,359000
"17/26 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-parmelia-149201164,2,1,1,75,2,medina,2025-10-07,4,369000
"19 Preston Rd, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149200460,2,1,1,0,2,medina,2025-10-07,4,549000
"10 Farmer Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149052740,3,1,1,764,3,medina,2025-10-07,4,550000
"20/24 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-parmelia-147880424,2,1,1,68,2,medina,2025-10-07,4,399000
"8/57 King George Street, Victoria Park",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-victoria+park-149249664,2,1,1,0,2,victoria park,2025-10-07,0,469000
"617/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148484056,1,1,0,40,1,victoria park,2025-10-07,4,289000
"206/451 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148727584,2,1,0,0,2,victoria park,2025-10-07,4,400
"41/122 Terrace Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-studio-wa-perth-149247404,0,1,0,34,1,victoria park,2025-10-07,0,0
"506/60 Riversdale Road, Rivervale",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-rivervale-149105552,1,1,1,0,1,victoria park,2025-10-07,4,530000
"715/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148345360,1,1,0,0,1,victoria park,2025-10-07,4,0
"Address available on request, Rivervale",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-rivervale-147853616,1,1,1,0,1,victoria park,2025-10-07,4,0
"2/35 Wellington Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-east+perth-148959984,1,1,1,52,1,victoria park,2025-10-07,4,495000
"Address available on request, Rivervale",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-rivervale-147964316,1,1,1,0,1,victoria park,2025-10-07,4,0
"101/148 Adelaide Terrace, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-149225936,1,1,1,0,1,victoria park,2025-10-07,4,500000
"42/4 Bulwer St, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149083812,2,1,1,0,2,victoria park,2025-10-07,4,429000
"108/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-perth-149225028,1,1,0,38,1,victoria park,2025-10-07,4,299
"2010/80 Milligan Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149188180,1,1,0,55,1,victoria park,2025-10-07,4,500
"203/130A Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149069784,1,1,0,38,1,victoria park,2025-10-07,4,370000
"43/33 Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-142487332,1,1,0,0,1,victoria park,2025-10-07,4,245000
"1h/66 Great Eastern Highway, Rivervale",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-rivervale-149204648,2,1,0,0,2,victoria park,2025-10-07,4,0
"31/2 Goderich Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-149204196,2,1,2,0,2,victoria park,2025-10-07,4,475000
"49/15 Aberdeen Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149203360,2,1,1,87,2,victoria park,2025-10-07,4,549000
"13/34 East Parade, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-149188060,1,1,1,91,1,victoria park,2025-10-07,4,500
"Address available on request, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-east+perth-146095828,1,1,1,40,1,victoria park,2025-10-07,4,0
"13 & 13A/22 Nile Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-145806336,2,2,1,0,2,victoria park,2025-10-07,4,549000
"9/118 Adelaide Terrace, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-149170596,2,2,1,92,2,victoria park,2025-10-07,4,500000600000
"507/201 Hay Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-148054708,2,1,0,82,2,victoria park,2025-10-07,4,370000
"19/1-5 Fitzory Road, Rivervale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-rivervale-148409516,2,1,1,103,2,victoria park,2025-10-07,4,0
"212/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148640260,1,1,0,0,1,victoria park,2025-10-07,4,269000
"83/8 Hampton, Burswood",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-burswood-149036216,2,1,1,69,2,victoria park,2025-10-07,4,400000
"16/155 Adelaide Terrac, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-148752956,1,1,1,0,1,victoria park,2025-10-07,4,0
"220/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-perth-149026244,1,1,1,36,1,victoria park,2025-10-07,4,239
"9D/66 Great Eastern Highway, Rivervale",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-rivervale-149156936,1,1,1,41,1,victoria park,2025-10-07,4,359000
"206/112 Goderich Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-148740232,1,1,1,50,1,victoria park,2025-10-07,4,389000
"58/35 Wellington St East Perth, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-148378340,2,1,1,0,2,victoria park,2025-10-07,4,550000
"71/193 Hay Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-148996076,2,1,1,71,2,victoria park,2025-10-07,4,499000
"9/71 Parry Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149129212,1,1,1,66,1,victoria park,2025-10-07,4,0
"14/101 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149120252,1,1,1,46,1,victoria park,2025-10-07,4,400
"38/273 Hay Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-149113232,2,1,1,79,2,victoria park,2025-10-07,4,500000
"506/8 Adelaide Terrace, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-139454307,0,1,1,0,1,victoria park,2025-10-07,4,0
"15/2 Goderich St, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-149239408,2,1,0,0,2,victoria park,2025-10-07,0,500000
"5/60 Newcastle Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148706512,1,1,1,0,1,victoria park,2025-10-07,4,500
"6/160 St Georges Terrace, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148370128,1,1,0,25,1,victoria park,2025-10-07,4,450
"710/201 Hay Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-148883528,2,2,0,77,2,victoria park,2025-10-07,4,399
"1307/380 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148723824,1,1,1,44,1,victoria park,2025-10-07,4,0
"524/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-147647240,1,1,0,31,1,victoria park,2025-10-07,4,224000
"64/128 Adelaide Terrace, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-147818756,1,1,1,82,1,victoria park,2025-10-07,4,499000
"129/15 Aberdeen Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-147481544,1,1,1,0,1,victoria park,2025-10-07,4,450000
"17/35 Wellington Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-147200528,1,1,1,47,1,victoria park,2025-10-07,4,440000
"305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-146007640,0,1,0,31,1,victoria park,2025-10-07,4,195000240000
"92/208 Adelaide Terrace, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-146247840,1,1,1,75,1,victoria park,2025-10-07,4,485
"606/112 Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-139597603,1,1,1,49,1,victoria park,2025-10-07,4,300
"4/176 Elliott Road, Scarborough",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-scarborough-149195512,2,1,1,49,2,scarborough,2025-10-07,4,4990001210
"3/15 Hertha Road, Innaloo",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-innaloo-149238184,1,1,1,0,1,scarborough,2025-10-07,0,0
"Address available on request, Baldivis",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-baldivis-148847000,3,2,2,0,3,baldivis,2025-10-07,4,537260
"Address available on request, Baldivis",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-baldivis-149225940,3,2,2,0,3,baldivis,2025-10-07,4,520000
"Address available on request, Baldivis",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-baldivis-149043796,3,2,2,0,3,baldivis,2025-10-07,4,525684
"2 Pamplona Boulevard, Port Kennedy",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-port+kennedy-149237564,3,1,1,212,3,baldivis,2025-10-07,0,0
"17/26 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-parmelia-149201164,2,1,1,75,2,baldivis,2025-10-07,4,369000
"19 Preston Rd, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149200460,2,1,1,0,2,baldivis,2025-10-07,4,549000
"10 Farmer Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149052740,3,1,1,764,3,baldivis,2025-10-07,4,550000
"10/10 Soraya Place, Cooloongup",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-cooloongup-149187220,2,1,1,0,2,baldivis,2025-10-07,4,399000
"20/24 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-parmelia-147880424,2,1,1,68,2,baldivis,2025-10-07,4,399000
"8/68 Bondi Crescent, Warnbro",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-warnbro-149038692,3,1,1,0,3,baldivis,2025-10-07,4,0
"Lot 585 595 & 592 Oakbella Stage 11, Wellard",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-wellard-149187052,4,2,2,0,4,baldivis,2025-10-07,4,500
"4 Tijuana Road, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-armadale-149239708,3,1,1,710,3,armadale,2025-10-07,0,550000
"Address available on request, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-armadale-148087924,3,2,2,270,3,armadale,2025-10-07,4,499520
"34/11 Serls Street, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-armadale-149205424,3,2,2,202,3,armadale,2025-10-07,4,499
"41/113 Owtram Road, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-armadale-149204856,3,1,2,294,3,armadale,2025-10-07,4,549000
"11/309 Railway Avenue, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-armadale-149186440,3,2,2,228,3,armadale,2025-10-07,4,0
"14/9 Gladstone Road, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-armadale-148087404,3,2,2,145,3,armadale,2025-10-07,4,545000570000
"2 Morgan Road, Seville Grove",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-seville+grove-149194472,3,1,1,467,3,armadale,2025-10-07,4,529
"13 Heathcote Rd, Seville Grove",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-seville+grove-149237848,3,2,3,250,3,armadale,2025-10-07,0,700000
"2 Morgan Road, Seville Grove",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-seville+grove-149219092,3,1,1,467,3,armadale,2025-10-07,4,529
"4/31 Third Avenue, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-kelmscott-149205072,3,1,0,193,3,armadale,2025-10-07,4,489000
"Address available on request, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-149233980,3,2,2,0,3,armadale,2025-10-07,4,523980
"164B Streich Avenue, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-kelmscott-149217000,4,2,2,354,4,armadale,2025-10-07,4,549000
"Address available on request, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-149180392,4,2,2,0,4,armadale,2025-10-07,4,549927
"Address available on request, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-149150556,3,2,2,0,3,armadale,2025-10-07,4,544000
"LOT709 Garfield Crescent, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-148491236,2,2,1,225,2,armadale,2025-10-07,4,542990
"3/102 Westfield Road, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-kelmscott-148223868,3,2,2,139,3,armadale,2025-10-07,4,545000570000
"52/436 Safety Bay Road, Safety Bay",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-safety+bay-149247396,3,1,1,100,3,rockingham,2025-10-07,0,470000
"2 Pamplona Boulevard, Port Kennedy",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-port+kennedy-149237564,3,1,1,212,3,rockingham,2025-10-07,0,0
"6/20 Kybra Mews, Rockingham",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-rockingham-148821488,3,1,2,107,3,rockingham,2025-10-07,4,0
"10/10 Soraya Place, Cooloongup",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-cooloongup-149187220,2,1,1,0,2,rockingham,2025-10-07,4,399000
"101/17-21 Hefron Street, Rockingham",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-rockingham-149185476,3,1,1,106,3,rockingham,2025-10-07,4,485000
"5/5 Ashford Avenue, Rockingham",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-rockingham-149157244,3,1,1,0,3,rockingham,2025-10-07,4,499000
"Address available on request, Rockingham",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-rockingham-147867988,3,2,2,90,3,rockingham,2025-10-07,4,550000
"4/9 Louise Street, Rockingham",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-rockingham-148979908,2,1,1,71,2,rockingham,2025-10-07,4,419000
