Address,Link,Bedrooms,Bathrooms,Parking,Area,Type,Suburb,Scraped Date,Days on Market,Asking Price
"92/208 Adelaide Terrace, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-146247840,1,1,1,75,1,perth,2025-10-02,1,485
"606/112 Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-139597603,1,1,1,49,1,perth,2025-10-02,1,300
"Address available on request, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-141144496,1,1,1,0,1,perth,2025-10-02,1,0
"45/1 Sheen Street, Subiaco",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-subiaco-149169068,1,1,1,51,1,subiaco,2025-10-02,1,525000
"12/124 Subiaco Road, Subiaco",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-subiaco-149102572,1,1,1,40,1,subiaco,2025-10-02,1,425
"107D/25 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-wembley-149214564,2,1,0,0,2,subiaco,2025-10-02,,499000
"203/130A Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149069784,1,1,0,38,1,subiaco,2025-10-02,1,370000
"43/33 Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-142487332,1,1,0,0,1,subiaco,2025-10-02,1,245000
"4/418-428 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149210944,2,1,1,72,2,subiaco,2025-10-02,,479000
"49/15 Aberdeen Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149203360,2,1,1,87,2,subiaco,2025-10-02,,549000
"16/181 Oxford Street, Leederville",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-leederville-149199124,1,1,1,0,1,subiaco,2025-10-02,1,400000
"30/124 Terrace Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-studio-wa-perth-149154320,1,1,0,33,1,subiaco,2025-10-02,1,315000
"704/237 Adelaide Terrace, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149184044,1,1,1,63,1,subiaco,2025-10-02,1,499000
"I11/125 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-148662272,2,1,1,59,2,subiaco,2025-10-02,1,0
"212/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148640260,1,1,0,0,1,subiaco,2025-10-02,1,269000
"47/11 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-wembley-149163236,2,1,1,0,2,subiaco,2025-10-02,1,0
"5/1331 Hay Street, West Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-west+perth-148883568,2,1,1,76,2,subiaco,2025-10-02,,539000
"402, 403 & 506/112 Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-serviced+apartment-wa-perth-148752088,1,1,1,0,1,subiaco,2025-10-02,1,350000450000
"220/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-perth-149026244,1,1,1,36,1,subiaco,2025-10-02,1,239
"2/29 Hill Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149016120,1,1,0,0,1,subiaco,2025-10-02,1,300
"9/71 Parry Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149129212,1,1,1,66,1,subiaco,2025-10-02,1,0
"30/188 Newcastle Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149122256,2,2,1,82,2,subiaco,2025-10-02,1,0
"14/101 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149120252,1,1,1,46,1,subiaco,2025-10-02,1,400
"617/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148484056,1,1,0,40,1,subiaco,2025-10-02,1,289000
"206/451 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148727584,2,1,0,0,2,subiaco,2025-10-02,1,400
"715/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148345360,1,1,0,0,1,subiaco,2025-10-02,1,0
"5/60 Newcastle Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148706512,1,1,1,0,1,subiaco,2025-10-02,1,500
"2018/380 MURRAY STREET, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148946932,1,1,0,0,1,subiaco,2025-10-02,1,420000
"42/4 Bulwer St, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149083812,2,1,1,0,2,subiaco,2025-10-02,1,429000
"73/50-54 Cambridge Street, West Leederville",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-west+leederville-149195100,1,1,1,0,1,subiaco,2025-10-02,1,450000
"9/37 Florence Street, West Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-west+perth-149179520,2,1,1,0,2,subiaco,2025-10-02,1,500000
"111/45 Malcolm Street, West Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-west+perth-147658644,1,1,0,33,1,subiaco,2025-10-02,1,0
"6/160 St Georges Terrace, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148370128,1,1,0,25,1,subiaco,2025-10-02,1,450
"7/93 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-wembley-149187164,1,1,1,0,1,subiaco,2025-10-02,1,349000
"1307/380 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148723824,1,1,1,44,1,subiaco,2025-10-02,1,0
"524/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-147647240,1,1,0,31,1,subiaco,2025-10-02,1,224000
"129/15 Aberdeen Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-147481544,1,1,1,0,1,subiaco,2025-10-02,1,450000
"205/45 MALCOLM STREET, West Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-studio-wa-west+perth-146298148,0,1,0,0,1,subiaco,2025-10-02,1,329000
"305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-146007640,0,1,0,31,1,subiaco,2025-10-02,1,195000240000
"606/112 Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-139597603,1,1,1,49,1,subiaco,2025-10-02,1,300
"Address available on request, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-141144496,1,1,1,0,1,subiaco,2025-10-02,1,0
"107D/25 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-wembley-149214564,2,1,0,0,2,wembley,2025-10-02,,499000
"I11/125 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-148662272,2,1,1,59,2,wembley,2025-10-02,1,0
"47/11 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-wembley-149163236,2,1,1,0,2,wembley,2025-10-02,1,0
"7/93 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-wembley-149187164,1,1,1,0,1,wembley,2025-10-02,1,349000
"Address available on request, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-141144496,1,1,1,0,1,wembley,2025-10-02,1,0
"10/109 Weaponess Road, Wembley Downs",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-wembley+downs-149216140,2,1,1,0,2,wembley,2025-10-02,,0
"16/181 Oxford Street, Leederville",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-leederville-149199124,1,1,1,0,1,wembley,2025-10-02,1,400000
"13/158 Hector Street, Osborne Park",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-osborne+park-149199100,2,1,1,0,2,wembley,2025-10-02,,529
"45/1 Sheen Street, Subiaco",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-subiaco-149169068,1,1,1,51,1,wembley,2025-10-02,1,525000
"5/1331 Hay Street, West Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-west+perth-148883568,2,1,1,76,2,wembley,2025-10-02,,539000
"12/124 Subiaco Road, Subiaco",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-subiaco-149102572,1,1,1,40,1,wembley,2025-10-02,1,425
"73/50-54 Cambridge Street, West Leederville",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-west+leederville-149195100,1,1,1,0,1,wembley,2025-10-02,1,450000
"9/37 Florence Street, West Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-west+perth-149179520,2,1,1,0,2,wembley,2025-10-02,1,500000
"111/45 Malcolm Street, West Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-west+perth-147658644,1,1,0,33,1,wembley,2025-10-02,1,0
"205/45 MALCOLM STREET, West Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-studio-wa-west+perth-146298148,0,1,0,0,1,wembley,2025-10-02,1,329000
"107D/25 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-wembley-149214564,2,1,0,0,2,glendalough,2025-10-02,,499000
"16/181 Oxford Street, Leederville",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-leederville-149199124,1,1,1,0,1,glendalough,2025-10-02,1,400000
"13/158 Hector Street, Osborne Park",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-osborne+park-149199100,2,1,1,0,2,glendalough,2025-10-02,,529
"I11/125 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-148662272,2,1,1,59,2,glendalough,2025-10-02,1,0
"47/11 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-wembley-149163236,2,1,1,0,2,glendalough,2025-10-02,1,0
"73/50-54 Cambridge Street, West Leederville",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-west+leederville-149195100,1,1,1,0,1,glendalough,2025-10-02,1,450000
"7/93 Herdsman Parade, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-wembley-149187164,1,1,1,0,1,glendalough,2025-10-02,1,349000
"Address available on request, Wembley",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-wembley-141144496,1,1,1,0,1,glendalough,2025-10-02,1,0
"10/87 Waterloo Street, Tuart Hill",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-tuart+hill-149200228,1,1,1,0,1,tuart hill,2025-10-02,,500000
"16/198 North Beach Drive, Tuart Hill",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-tuart+hill-148621556,2,1,1,66,2,tuart hill,2025-10-02,,449000
"1/190 Ravenswood Drive, Nollamara",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-nollamara-149204996,2,1,0,0,2,tuart hill,2025-10-02,,529
"13/158 Hector Street, Osborne Park",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-osborne+park-149199100,2,1,1,0,2,tuart hill,2025-10-02,,529
"39/390 Hector Street, Yokine",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-yokine-148901912,2,1,1,0,2,tuart hill,2025-10-02,,0
"17 Horsham Way, Nollamara",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-nollamara-149139496,3,1,2,370,3,tuart hill,2025-10-02,,0
"12/3 Burgundy Crescent, Spearwood",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-spearwood-148894896,2,1,1,55,2,spearwood,2025-10-02,,399000
"79/132 Cockburn Road, Coogee",https://www.realestate.com.auhttps://www.realestate.com.au/property-other-wa-coogee-148768068,2,1,2,0,2,spearwood,2025-10-02,,375000
"206/132 Cockburn Road, Coogee",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-coogee-148908608,3,1,1,0,3,spearwood,2025-10-02,,468000
"Site 61/132 Cockburn Road, Coogee",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-coogee-149155212,2,1,2,0,2,spearwood,2025-10-02,,420000
"Site 65/132 Cockburn Road, Coogee",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-coogee-149147388,3,1,0,0,3,spearwood,2025-10-02,,435000
"u 1/1 Douro Road, South Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-south+fremantle-145615052,1,1,2,39,1,spearwood,2025-10-02,1,0
"6/37 Pakenham Street, Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-fremantle-149203984,1,1,1,0,1,fremantle,2025-10-02,,0
"5/8 Ord Street, Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-fremantle-149187060,1,1,1,0,1,fremantle,2025-10-02,1,400000
"301/23 Adelaide Street, Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-fremantle-149101420,2,1,1,58,2,fremantle,2025-10-02,1,0
"8/10 Quarry Street, Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-fremantle-148845900,1,1,0,0,1,fremantle,2025-10-02,1,399000
"7/23 Adelaide Street, Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-studio-wa-fremantle-148634132,1,1,0,40,1,fremantle,2025-10-02,1,300
"18/320 Canning Highway, Bicton",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-bicton-148819408,1,1,1,0,1,fremantle,2025-10-02,1,499000
"5/23 Money Road, Melville",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-melville-149160528,2,1,1,78,2,fremantle,2025-10-02,1,0
"7/40 Waddell Road, Bicton",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-bicton-149121924,2,1,1,158,2,fremantle,2025-10-02,1,0
"u 1/1 Douro Road, South Fremantle",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-south+fremantle-145615052,1,1,2,39,1,fremantle,2025-10-02,1,0
"18/2 Molloy Promenade, Joondalup",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-joondalup-149205160,1,1,1,0,1,joondalup,2025-10-02,,400
"Address available on request, Wanneroo",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-wanneroo-149152648,3,2,2,188,3,joondalup,2025-10-02,1,534962
"604/60 Grose Avenue, Cannington",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-cannington-146463736,2,1,1,84,2,cannington,2025-10-02,1,0
"603/18 Cecil Avenue, Cannington",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-cannington-148728824,1,1,0,48,1,cannington,2025-10-02,1,439000
"72 Wendouree Road, Wilson",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-wilson-144832260,4,2,2,0,4,cannington,2025-10-02,1,0
"5/41 Camberwell Street, Beckenham",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-beckenham-149175448,0,1,1,0,1,cannington,2025-10-02,1,405000455000
"3/51 Meyrick Way, Langford",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-langford-147999656,3,1,1,86,3,cannington,2025-10-02,1,499000
"187/81 King William Street, Bayswater",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-bayswater-149195872,2,1,1,55,2,morley,2025-10-02,1,415000
"3/2 Ashbury Crescent, Mirrabooka",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-mirrabooka-148866736,2,1,3,67,2,morley,2025-10-02,1,0
"1/71 Chesterfield Road, Mirrabooka",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-mirrabooka-149162148,2,1,1,68,2,morley,2025-10-02,1,0
"UNIT 158/81 King William Street, Bayswater",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-bayswater-147748656,2,1,1,58,2,morley,2025-10-02,1,0
"8/2A Wroxton Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-townhouse-wa-midland-149160480,2,1,1,51,2,midland,2025-10-02,1,0
"1/19 Hamersley Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-midland-149160412,3,1,1,83,3,midland,2025-10-02,1,529000
"25/114 Great Northern Highway, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-midland-148623048,2,2,1,72,2,midland,2025-10-02,1,0
"109A Morrison Road, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-midland-149218704,2,1,0,323,2,midland,2025-10-02,,499
"10/18 Elvire Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-midland-149074796,3,1,1,0,3,midland,2025-10-02,1,445000
"Address available on request, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-midland-148972088,2,1,1,0,2,midland,2025-10-02,1,300
"8/59 Victoria Street, Midland",https://www.realestate.com.auhttps://www.realestate.com.au/property-villa-wa-midland-148909548,2,1,2,64,2,midland,2025-10-02,1,405000
"6/17 Poynton Avenue, Woodbridge",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-woodbridge-149130596,2,1,2,88,2,midland,2025-10-02,1,469000
"34/11 Serls Street, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-armadale-149205424,3,2,2,202,3,armadale,2025-10-02,,499
"41/113 Owtram Road, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-armadale-149204856,3,1,2,294,3,armadale,2025-10-02,,549000
"11/309 Railway Avenue, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-armadale-149186440,3,2,2,228,3,armadale,2025-10-02,1,500000
"1A Sinclair Street, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-armadale-149179160,2,1,1,477,2,armadale,2025-10-02,1,0
"Address available on request, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-armadale-148087924,3,2,2,270,3,armadale,2025-10-02,1,499520
"14/9 Gladstone Road, Armadale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-armadale-148087404,3,2,2,145,3,armadale,2025-10-02,1,545000570000
"2 Morgan Road, Seville Grove",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-seville+grove-149219092,3,1,1,467,3,armadale,2025-10-02,,529
"164B Streich Avenue, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-kelmscott-149217000,4,2,2,354,4,armadale,2025-10-02,,549000
"86B Westfield Road, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-kelmscott-149142072,3,1,1,253,3,armadale,2025-10-02,1,499000
"19/33 Brookside Avenue, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-kelmscott-149205188,3,1,1,233,3,armadale,2025-10-02,,520000
"4/31 Third Avenue, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-kelmscott-149205072,3,1,0,193,3,armadale,2025-10-02,,489000
"2 Morgan Road, Seville Grove",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-seville+grove-149194472,3,1,1,467,3,armadale,2025-10-02,1,529
"Address available on request, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-149180392,4,2,2,0,4,armadale,2025-10-02,1,549927
"Address available on request, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-149150556,3,2,2,0,3,armadale,2025-10-02,1,544000
"Address available on request, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-149148664,3,2,2,0,3,armadale,2025-10-02,1,523984
"LOT709 Garfield Crescent, Hilbert",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-hilbert-148491236,2,2,1,225,2,armadale,2025-10-02,1,542990
"3/102 Westfield Road, Kelmscott",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-kelmscott-148223868,3,2,2,139,3,armadale,2025-10-02,1,545000570000
"18/14 Canham Way, Orelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-orelia-149213820,2,1,1,101,2,orelia,2025-10-02,,359000
"14 Barron Way, Orelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-orelia-149213324,3,1,1,728,3,orelia,2025-10-02,,549000
"37 Sulphur Road, Orelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-orelia-149186592,3,1,1,733,3,orelia,2025-10-02,,0
"27 Tucker Street, Medina",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-medina-149217300,3,1,1,555,3,orelia,2025-10-02,,549000
"17/26 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-parmelia-149201164,2,1,1,75,2,orelia,2025-10-02,1,369000
"19 Preston Rd, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149200460,2,1,1,0,2,orelia,2025-10-02,1,549000
"10 Farmer Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149052740,3,1,1,764,3,orelia,2025-10-02,1,550000
"20/24 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-parmelia-147880424,2,1,1,68,2,orelia,2025-10-02,1,399000
"7/9 Beacham Place, Medina",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-medina-148603684,2,1,1,0,2,orelia,2025-10-02,,349000
"27 Tucker Street, Medina",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-medina-149217300,3,1,1,555,3,medina,2025-10-02,,549000
"7/9 Beacham Place, Medina",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-medina-148603684,2,1,1,0,2,medina,2025-10-02,,349000
"18/14 Canham Way, Orelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-orelia-149213820,2,1,1,101,2,medina,2025-10-02,,359000
"14 Barron Way, Orelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-orelia-149213324,3,1,1,728,3,medina,2025-10-02,,549000
"17/26 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-parmelia-149201164,2,1,1,75,2,medina,2025-10-02,1,369000
"19 Preston Rd, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149200460,2,1,1,0,2,medina,2025-10-02,1,549000
"10 Farmer Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-parmelia-149052740,3,1,1,764,3,medina,2025-10-02,1,550000
"37 Sulphur Road, Orelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-orelia-149186592,3,1,1,733,3,medina,2025-10-02,,0
"20/24 Morrit Way, Parmelia",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-parmelia-147880424,2,1,1,68,2,medina,2025-10-02,1,399000
"17/15 Leonard Street, Victoria Park",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-victoria+park-149035796,1,1,1,50,1,victoria park,2025-10-02,1,450000
"203/130A Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149069784,1,1,0,38,1,victoria park,2025-10-02,1,370000
"43/33 Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-142487332,1,1,0,0,1,victoria park,2025-10-02,1,245000
"4/418-428 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149210944,2,1,1,72,2,victoria park,2025-10-02,,479000
"1h/66 Great Eastern Highway, Rivervale",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-rivervale-149204648,2,1,0,0,2,victoria park,2025-10-02,,0
"31/2 Goderich Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-149204196,2,1,2,0,2,victoria park,2025-10-02,,475000
"49/15 Aberdeen Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149203360,2,1,1,87,2,victoria park,2025-10-02,,549000
"30/124 Terrace Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-studio-wa-perth-149154320,1,1,0,33,1,victoria park,2025-10-02,1,315000
"13/34 East Parade, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-149188060,1,1,1,0,1,victoria park,2025-10-02,1,500
"704/237 Adelaide Terrace, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149184044,1,1,1,63,1,victoria park,2025-10-02,1,499000
"Address available on request, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-east+perth-146095828,1,1,1,40,1,victoria park,2025-10-02,1,0
"13 & 13A/22 Nile Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-145806336,2,2,1,0,2,victoria park,2025-10-02,1,549000
"9/118 Adelaide Terrace, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-149170596,2,2,1,92,2,victoria park,2025-10-02,1,500000600000
"507/201 Hay Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-148054708,2,1,0,82,2,victoria park,2025-10-02,1,370000
"19/1-5 Fitzory Road, Rivervale",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-rivervale-148409516,2,1,1,103,2,victoria park,2025-10-02,1,0
"212/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-148640260,1,1,0,0,1,victoria park,2025-10-02,1,269000
"20/240 Mill Point Rd, South Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-south+perth-149037100,2,1,1,71,2,victoria park,2025-10-02,1,470000
"83/8 Hampton, Burswood",https://www.realestate.com.auhttps://www.realestate.com.au/property-unit-wa-burswood-149036216,2,1,1,69,2,victoria park,2025-10-02,1,400000
"16/155 Adelaide Terrac, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-148752956,1,1,1,0,1,victoria park,2025-10-02,1,0
"402, 403 & 506/112 Mounts Bay Road, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-serviced+apartment-wa-perth-148752088,1,1,1,0,1,victoria park,2025-10-02,1,350000450000
"220/305 Murray Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-house-wa-perth-149026244,1,1,1,36,1,victoria park,2025-10-02,1,239
"9D/66 Great Eastern Highway, Rivervale",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-rivervale-149156936,1,1,1,41,1,victoria park,2025-10-02,1,359000
"2/29 Hill Street, Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-perth-149016120,1,1,0,0,1,victoria park,2025-10-02,1,300
"206/112 Goderich Street, East Perth",https://www.realestate.com.auhttps://www.realestate.com.au/property-apartment-wa-east+perth-148740232,1,1,1,50,1,victoria park,2025-10-02,1,389000
